Swimmer_ID,Time,Meet,Year,Date,Imp
216642,49.94,MIddle Atlantic Senior Championships, 2011,"Mar 27, 2011",+0.1%
216642,50.00,MIddle Atlantic Senior Championships, 2011,"Mar 26, 2011",NA
158947,44.66,ACC Men's Championships, 2015,"Feb 28, 2015",-1.0%
158947,45.20,2015 Atlantic Coast Championships (M), 2015,"Feb 28, 2015",-2.2%
158947,44.66,2015 Atlantic Coast Championships (M), 2015,"Feb 28, 2015",-1.0%
158947,48.07,Villanova vs. Pittsburgh, 2015,"Feb 07, 2015",-8.7%
158947,47.55,Villanova vs. Pittsburgh, 2015,"Feb 07, 2015",-7.5%
158947,45.93,"Pittsburgh vs. Clarion, California, Carnegie Mellon, Duquesne", 2015,"Jan 31, 2015",-3.8%
158947,48.64,"Denison vs. Ohio State, Pittsburgh", 2015,"Jan 17, 2015",-10.0%
158947,48.64,"Denison vs. Ohio State, Pittsburgh", 2015,"Jan 17, 2015",-10.0%
158947,47.02,Pittsburgh vs. West Virginia, 2015,"Jan 10, 2015",-6.3%
158947,46.57,Pittsburgh vs. West Virginia, 2015,"Jan 10, 2015",-5.3%
158947,44.73,AT&T Winter Nationals - College Results, 2014,"Dec 06, 2014",+1.5%
158947,44.23,AT&T Winter Nationals - College Results, 2014,"Dec 06, 2014",+2.6%
158947,45.41,Pittsburg Invitational, 2014,"Nov 23, 2014",+2.4%
158947,45.90,Pittsburg Invitational, 2014,"Nov 23, 2014",+1.4%
158947,47.34,"Notre Dame vs. Pittsburgh, Virginia Tech", 2014,"Nov 07, 2014",-1.7%
158947,47.35,Bucknell vs. Pittsburgh, 2014,"Oct 25, 2014",-1.7%
158947,47.39,"Georgia Tech vs. Georgia Southern, Pittsburgh", 2014,"Oct 18, 2014",-1.8%
158947,46.55,Pittsburgh vs. Duke, 2014,"Oct 11, 2014",NA
158947,44.65,2014 Atlantic Coast Conference Championships (M), 2014,"Mar 01, 2014",+1.2%
158947,44.38,2014 Atlantic Coast Conference Championships (M), 2014,"Mar 01, 2014",+1.7%
158947,47.75,Virginia vs. Pittsburgh, 2014,"Feb 08, 2014",-5.7%
158947,47.42,Pittsburgh vs. Villanova, 2014,"Jan 31, 2014",-5.0%
158947,46.85,Pittsburgh vs. Villanova, 2014,"Jan 31, 2014",-3.7%
158947,46.77,"Pittsburgh vs. Denison, James Madison, North Carolina State", 2014,"Jan 18, 2014",-3.5%
158947,46.84,"Pittsburgh vs. Denison, James Madison, North Carolina State", 2014,"Jan 18, 2014",-3.7%
158947,47.53,West Virginia vs. Pittsburgh, 2014,"Jan 11, 2014",-5.2%
158947,45.17,USA Winter Nationals - College Time Trials, 2013,"Dec 07, 2013",+1.6%
158947,45.89,Pittsburgh Invitational, 2013,"Nov 24, 2013",+2.1%
158947,46.08,Pittsburgh Invitational, 2013,"Nov 24, 2013",+1.7%
158947,45.89,Pitt Panthers Invitational, 2013,"Nov 24, 2013",+2.1%
158947,46.08,Pitt Panthers Invitational, 2013,"Nov 24, 2013",+1.7%
158947,46.87,"Pittsburgh vs. Notre Dame, Virginia Tech", 2013,"Nov 09, 2013",+0.8%
158947,47.23,Bucknell vs. Pittsburgh, 2013,"Oct 26, 2013",+1.3%
158947,47.85,Saint Bonaventure vs. Pittsburgh, 2013,"Oct 19, 2013",NA
158947,45.58,2013 Big East Conference Championships, 2013,"Mar 02, 2013",+1.0%
158947,45.44,2013 Big East Conference Championships, 2013,"Mar 02, 2013",+1.3%
158947,47.50,"Pittsburgh vs. Carnegie Mellon, Grove City, California-PA", 2013,"Feb 02, 2013",-3.1%
158947,48.10,Pittsburgh vs. West Virginia, 2013,"Jan 12, 2013",-4.4%
158947,46.06,Pittsburgh Invitational, 2012,"Nov 18, 2012",+2.7%
158947,46.84,Pittsburgh Invitational, 2012,"Nov 18, 2012",+1.0%
158947,47.32,Cincinnati vs. Pittsburgh, 2012,"Nov 03, 2012",NA
158947,46.09,2011-12 Pennsylvania Boys & Girls AAA Championships, 2012,"Mar 15, 2012",NA
158947,46.40,2011-12 Pennsylvania Boys & Girls AAA Championships, 2012,"Mar 15, 2012",NA
158947,45.88,2011-12 Pennsylvania Boys & Girls AAA Championships, 2012,"Mar 15, 2012",NA
158947,45.94,2011-12 Pennsylvania Boys & Girls AAA Championships, 2012,"Mar 15, 2012",NA
158947,47.12,2011 YMCA National Championships (SCY), 2011,"Apr 07, 2011",NA
158947,46.99,2011 YMCA National Championships (SCY), 2011,"Apr 07, 2011",NA
178950,46.01,LE LESD Mark J Braun Fall Classic, 2018,"Nov 17, 2018",NA
178950,47.36,LE LESD Mark J Braun Fall Classic, 2018,"Nov 17, 2018",NA
178950,46.96,"Ohio State vs. Akron, Pittsburgh", 2017,"Jan 21, 2017",+1.1%
178950,47.47,AM TPIT 55th Annual Christmas Meet Invitational, 2016,"Dec 18, 2016",NA
178950,47.58,AM TPIT 55th Annual Christmas Meet Invitational, 2016,"Dec 18, 2016",NA
178950,47.75,Pittsburgh vs. Denison, 2016,"Jan 16, 2016",-4.3%
178950,48.59,West Virginia vs. Pittsburgh, 2016,"Jan 09, 2016",-6.2%
178950,45.77,Pittsburgh Invitational, 2015,"Nov 22, 2015",NA
178950,45.89,Pittsburg Invitational, 2014,"Nov 23, 2014",+5.6%
178950,47.86,Pittsburg Invitational, 2014,"Nov 23, 2014",+1.6%
178950,48.63,"Georgia Tech vs. Georgia Southern, Pittsburgh", 2014,"Oct 18, 2014",+0.6%
178950,48.93,Pittsburgh vs. Duke, 2014,"Oct 11, 2014",NA
178950,48.85,Virginia vs. Pittsburgh, 2014,"Feb 08, 2014",-6.9%
178950,49.40,Western Pennsylvania Invitational, 2014,"Feb 01, 2014",-8.1%
178950,45.71,Pittsburgh Invitational, 2013,"Nov 24, 2013",NA
178950,47.85,Pittsburgh Invitational, 2013,"Nov 24, 2013",NA
178950,45.71,Pitt Panthers Invitational, 2013,"Nov 24, 2013",NA
178950,47.85,Pitt Panthers Invitational, 2013,"Nov 24, 2013",NA
97587,47.55,"Denison vs. Ohio State, Pittsburgh", 2015,"Jan 17, 2015",-4.5%
97587,47.55,"Denison vs. Ohio State, Pittsburgh", 2015,"Jan 17, 2015",-4.5%
97587,46.96,Pittsburgh vs. West Virginia, 2015,"Jan 10, 2015",-3.2%
97587,45.52,Pittsburg Invitational, 2014,"Nov 23, 2014",+2.4%
97587,45.84,Pittsburg Invitational, 2014,"Nov 23, 2014",+1.7%
97587,46.63,"Notre Dame vs. Pittsburgh, Virginia Tech", 2014,"Nov 07, 2014",+0.4%
97587,46.83,Bucknell vs. Pittsburgh, 2014,"Oct 25, 2014",+0.3%
97587,46.99,"Georgia Tech vs. Georgia Southern, Pittsburgh", 2014,"Oct 18, 2014",+0.1%
97587,47.03,Pittsburgh vs. Duke, 2014,"Oct 11, 2014",NA
97587,46.27,Pittsburgh vs. Villanova, 2014,"Jan 31, 2014",-0.5%
97587,46.05,Pittsburgh Invitational, 2013,"Nov 24, 2013",+1.6%
97587,46.05,Pitt Panthers Invitational, 2013,"Nov 24, 2013",+1.6%
97587,46.78,"Pittsburgh vs. Notre Dame, Virginia Tech", 2013,"Nov 09, 2013",NA
97587,46.35,"Pittsburgh vs. Carnegie Mellon, Grove City, California-PA", 2013,"Feb 02, 2013",+0.7%
97587,46.88,Villanova vs. Pittsburgh, 2013,"Jan 25, 2013",-0.5%
97587,46.66,Cincinnati vs. Pittsburgh, 2012,"Nov 03, 2012",NA
97587,46.13,"Clarion vs. Carnegie Mellon, Grove City, Pittsburgh", 2012,"Feb 04, 2012",+0.9%
97587,46.60,Pittsburgh Invitational, 2011,"Nov 20, 2011",-0.1%
97587,47.02,Pittsburgh vs. Louisville, 2011,"Nov 04, 2011",-1.0%
97587,47.04,Pittsburgh vs. Notre Dame, 2011,"Oct 28, 2011",-1.0%
97587,47.33,Pittsburgh vs. Notre Dame, 2011,"Oct 28, 2011",-1.7%
97587,47.82,Saint Bonaventure vs. Pittsburgh, 2011,"Oct 22, 2011",-2.7%
97587,46.56,Buffalo vs. Pittsburgh, 2011,"Oct 21, 2011",NA
97587,45.79,2010 Speedo SC Junior Nationals, 2010,"Dec 11, 2010",+1.7%
97587,46.15,2010 Speedo SC Junior Nationals, 2010,"Dec 11, 2010",+0.9%
97587,46.59,2010-11 South Carolina High School Best Times, 2010,"Oct 09, 2010",NA
97587,47.10,2009 Speedo Junior Nationals, 2009,"Dec 12, 2009",NA
155785,51.89,Villanova vs. Pittsburgh, 2015,"Feb 07, 2015",NA
167699,49.59,West Virginia vs. Pittsburgh, 2016,"Jan 09, 2016",NA
167699,46.21,2015 Eastern College Athletic Conference Championships, 2015,"Mar 01, 2015",+5.7%
167699,46.15,2015 Eastern College Athletic Conference Championships, 2015,"Mar 01, 2015",+5.9%
167699,49.02,"Notre Dame vs. Pittsburgh, Virginia Tech", 2014,"Nov 07, 2014",NA
167699,49.11,"Pittsburgh vs. Denison, James Madison, North Carolina State", 2014,"Jan 18, 2014",+0.7%
167699,49.48,"Pittsburgh vs. Notre Dame, Virginia Tech", 2013,"Nov 09, 2013",NA
167699,48.53,"2011 Speedo Sectionals - Federal Way, WA", 2011,"Mar 10, 2011",NA
142705,48.14,"2011 Speedo Sectionals - Christiansburg, VA", 2011,"Mar 27, 2011",-2.4%
142705,47.37,"2011 Speedo Sectionals - Christiansburg, VA", 2011,"Mar 27, 2011",-0.8%
142705,47.00,2010-11 Pennsylvania AAA Championships - Boys, 2011,"Mar 17, 2011",NA
166014,47.66,"Notre Dame vs. Pittsburgh, Virginia Tech", 2014,"Nov 07, 2014",NA
85278,44.92,2014 Atlantic Coast Conference Championships (M), 2014,"Mar 01, 2014",+0.2%
85278,46.45,Virginia vs. Pittsburgh, 2014,"Feb 08, 2014",-3.2%
85278,45.45,Pittsburgh vs. Villanova, 2014,"Jan 31, 2014",-0.9%
85278,45.68,Pittsburgh vs. Villanova, 2014,"Jan 31, 2014",-1.4%
85278,46.52,"Pittsburgh vs. Denison, James Madison, North Carolina State", 2014,"Jan 18, 2014",-3.3%
85278,46.31,West Virginia vs. Pittsburgh, 2014,"Jan 11, 2014",-2.8%
85278,45.03,2013 AT&T Winter National Championships, 2013,"Dec 07, 2013",+1.7%
85278,45.86,Pittsburgh Invitational, 2013,"Nov 24, 2013",-0.1%
85278,45.89,Pittsburgh Invitational, 2013,"Nov 24, 2013",-0.2%
85278,45.86,Pitt Panthers Invitational, 2013,"Nov 24, 2013",-0.1%
85278,45.89,Pitt Panthers Invitational, 2013,"Nov 24, 2013",-0.2%
85278,45.80,"Pittsburgh vs. Notre Dame, Virginia Tech", 2013,"Nov 09, 2013",+2.2%
85278,47.07,Bucknell vs. Pittsburgh, 2013,"Oct 26, 2013",-0.6%
85278,46.81,Saint Bonaventure vs. Pittsburgh, 2013,"Oct 19, 2013",NA
85278,44.52,2013 Big East Conference Championships, 2013,"Mar 02, 2013",+2.0%
85278,44.83,2013 Big East Conference Championships, 2013,"Mar 02, 2013",+1.3%
85278,45.44,Pittsburgh Invitational, 2012,"Nov 18, 2012",+2.3%
85278,45.66,Pittsburgh Invitational, 2012,"Nov 18, 2012",+1.9%
85278,46.71,Notre Dame vs. Pittsburgh, 2012,"Nov 09, 2012",-0.4%
85278,46.78,Cincinnati vs. Pittsburgh, 2012,"Nov 03, 2012",-0.5%
85278,46.53,Pittsburgh vs. Virginia, 2012,"Oct 28, 2012",+0.7%
85278,46.86,Pittsburgh vs. Saint Bonaventure, 2012,"Oct 20, 2012",NA
85278,45.87,Big East Conference Championships, 2012,"Feb 18, 2012",-0.7%
85278,46.70,Virginia vs. Pittsburgh, 2012,"Jan 28, 2012",-2.5%
85278,46.20,"Pittsburgh vs. Maryland, Richmond, Villanova", 2012,"Jan 13, 2012",-1.4%
85278,46.77,West Virginia vs. Pittsburgh, 2012,"Jan 07, 2012",-2.7%
85278,45.55,Pittsburgh Invitational, 2011,"Nov 20, 2011",+2.8%
85278,47.07,Pittsburgh vs. Cincinnati, 2011,"Nov 11, 2011",-0.5%
85278,46.85,Buffalo vs. Pittsburgh, 2011,"Oct 21, 2011",NA
85278,45.83,Eastern College Athletic Conference Championships, 2011,"Feb 27, 2011",+0.5%
85278,46.12,Eastern College Athletic Conference Championships, 2011,"Feb 27, 2011",-0.1%
85278,46.07,Big East Conference Championships, 2011,"Feb 19, 2011",+1.1%
85278,46.59,Pittsburgh vs. Virginia, 2011,"Jan 29, 2011",+0.9%
85278,47.01,"Maryland vs.Villanova, Pittsburgh, Penn State", 2011,"Jan 14, 2011",+0.2%
85278,47.12,Frank Elm Super Splash, 2010,"Nov 21, 2010",+1.3%
85278,47.74,Louisville vs. Pittsburgh, 2010,"Nov 06, 2010",+0.5%
85278,47.97,Pittsburgh vs. Buffalo, 2010,"Oct 15, 2010",NA
85278,47.25,2010 NSCA Junior Nationals, 2010,"Mar 17, 2010",NA
295124,45.74,2014 Eastern College Athletic Conference Championships, 2014,"Mar 02, 2014",+2.3%
295124,46.22,2014 Eastern College Athletic Conference Championships, 2014,"Mar 02, 2014",+1.3%
295124,45.93,2014 Eastern College Athletic Conference Championships, 2014,"Mar 02, 2014",+1.9%
295124,47.80,Pittsburgh vs. Villanova, 2014,"Jan 31, 2014",-2.1%
295124,47.17,Western Pennsylvania Invitational, 2014,"Feb 01, 2014",-0.8%
295124,47.66,"Pittsburgh vs. Denison, James Madison, North Carolina State", 2014,"Jan 18, 2014",-1.8%
295124,47.67,West Virginia vs. Pittsburgh, 2014,"Jan 11, 2014",-1.8%
295124,46.81,Pittsburgh Invitational, 2013,"Nov 24, 2013",NA
295124,46.88,Pittsburgh Invitational, 2013,"Nov 24, 2013",NA
295124,46.81,Pitt Panthers Invitational, 2013,"Nov 24, 2013",NA
295124,46.88,Pitt Panthers Invitational, 2013,"Nov 24, 2013",NA
115122,44.66,2016 Atlantic Coast Championships (M), 2016,"Feb 27, 2016",-1.2%
115122,45.30,Pittsburgh vs. Denison, 2016,"Jan 16, 2016",-2.6%
115122,46.02,West Virginia vs. Pittsburgh, 2016,"Jan 09, 2016",-4.3%
115122,46.72,West Virginia vs. Pittsburgh, 2016,"Jan 09, 2016",-5.8%
115122,44.82,Big Al Open, 2015,"Dec 06, 2015",-0.3%
115122,44.14,Big Al Open, 2015,"Dec 06, 2015",+1.2%
115122,44.87,Big Al Open, 2015,"Dec 06, 2015",-0.4%
115122,44.97,Pittsburgh Invitational, 2015,"Nov 22, 2015",+1.4%
115122,44.68,Pittsburgh Invitational, 2015,"Nov 22, 2015",+2.1%
115122,47.69,"Virginia Tech vs. Notre Dame, Pittsburgh", 2015,"Nov 07, 2015",-4.5%
115122,45.63,"Virginia Tech vs. Notre Dame, Pittsburgh", 2015,"Nov 06, 2015",+0.9%
115122,46.06,Pittsburgh vs. Georgia Tech, 2015,"Oct 17, 2015",+0.9%
115122,46.47,Duke vs. Pittsburgh, 2015,"Oct 03, 2015",NA
115122,44.52,Ohio State Last Chance Meet, 2015,"Mar 08, 2015",-0.5%
115122,44.93,ACC Men's Championships, 2015,"Feb 28, 2015",-1.5%
115122,44.93,2015 Atlantic Coast Championships (M), 2015,"Feb 28, 2015",-1.5%
115122,45.19,Villanova vs. Pittsburgh, 2015,"Feb 07, 2015",-2.1%
115122,45.20,"Denison vs. Ohio State, Pittsburgh", 2015,"Jan 17, 2015",-2.1%
115122,45.20,"Denison vs. Ohio State, Pittsburgh", 2015,"Jan 17, 2015",-2.1%
115122,45.69,Pittsburgh vs. West Virginia, 2015,"Jan 10, 2015",-3.2%
115122,44.28,53rd Annual Christmas Meet, 2014,"Dec 14, 2014",0.0%
115122,45.58,53rd Annual Christmas Meet, 2014,"Dec 14, 2014",-2.9%
115122,44.28,AT&T Winter Nationals - College Results, 2014,"Dec 06, 2014",+0.7%
115122,44.57,Pittsburg Invitational, 2014,"Nov 23, 2014",+2.0%
115122,44.76,Pittsburg Invitational, 2014,"Nov 23, 2014",+1.5%
115122,44.61,Pittsburg Invitational, 2014,"Nov 23, 2014",+1.9%
115122,46.71,"Notre Dame vs. Pittsburgh, Virginia Tech", 2014,"Nov 07, 2014",-2.7%
115122,45.96,"Notre Dame vs. Pittsburgh, Virginia Tech", 2014,"Nov 07, 2014",-1.1%
115122,46.45,Bucknell vs. Pittsburgh, 2014,"Oct 25, 2014",-2.2%
115122,45.95,Bucknell vs. Pittsburgh, 2014,"Oct 25, 2014",-1.1%
115122,45.68,Pittsburgh vs. Saint Bonaventure, 2014,"Oct 24, 2014",-0.5%
115122,46.98,"Georgia Tech vs. Georgia Southern, Pittsburgh", 2014,"Oct 18, 2014",-3.3%
115122,46.14,"Georgia Tech vs. Georgia Southern, Pittsburgh", 2014,"Oct 18, 2014",-1.5%
115122,45.60,Pittsburgh vs. Duke, 2014,"Oct 11, 2014",NA
115122,45.46,Pittsburgh vs. Duke, 2014,"Oct 11, 2014",NA
115122,43.88,2014 Atlantic Coast Conference Championships (M), 2014,"Mar 01, 2014",+1.7%
115122,44.44,2014 Atlantic Coast Conference Championships (M), 2014,"Mar 01, 2014",+0.4%
115122,44.32,2014 Atlantic Coast Conference Championships (M), 2014,"Mar 01, 2014",+0.7%
115122,45.83,Pittsburgh vs. Villanova, 2014,"Jan 31, 2014",-2.7%
115122,46.41,Western Pennsylvania Invitational, 2014,"Feb 01, 2014",-4.0%
115122,45.39,"Pittsburgh vs. Denison, James Madison, North Carolina State", 2014,"Jan 18, 2014",-1.7%
115122,46.53,West Virginia vs. Pittsburgh, 2014,"Jan 11, 2014",-4.3%
115122,44.62,2013 AT&T Winter National Championships, 2013,"Dec 07, 2013",+1.6%
115122,44.95,2013 AT&T Winter National Championships, 2013,"Dec 07, 2013",+0.8%
115122,46.34,Pittsburgh Invitational, 2013,"Nov 24, 2013",-1.3%
115122,45.33,Pittsburgh Invitational, 2013,"Nov 24, 2013",+0.9%
115122,45.39,Pittsburgh Invitational, 2013,"Nov 24, 2013",+0.8%
115122,46.34,Pitt Panthers Invitational, 2013,"Nov 24, 2013",-1.3%
115122,45.33,Pitt Panthers Invitational, 2013,"Nov 24, 2013",+0.9%
115122,45.39,Pitt Panthers Invitational, 2013,"Nov 24, 2013",+0.8%
115122,46.12,"Pittsburgh vs. Notre Dame, Virginia Tech", 2013,"Nov 09, 2013",-0.8%
115122,45.76,"Pittsburgh vs. Notre Dame, Virginia Tech", 2013,"Nov 09, 2013",+0.0%
115122,45.92,Bucknell vs. Pittsburgh, 2013,"Oct 26, 2013",+0.4%
115122,45.77,Bucknell vs. Pittsburgh, 2013,"Oct 26, 2013",+0.7%
115122,46.11,Saint Bonaventure vs. Pittsburgh, 2013,"Oct 19, 2013",NA
115122,44.27,2013 Big East Conference Championships, 2013,"Mar 02, 2013",+2.3%
115122,44.54,2013 Big East Conference Championships, 2013,"Mar 02, 2013",+1.7%
115122,46.21,Villanova vs. Pittsburgh, 2013,"Jan 25, 2013",-2.0%
115122,45.93,Pittsburgh vs. West Virginia, 2013,"Jan 12, 2013",-1.3%
115122,45.89,AT&T Winter National Championships, 2012,"Dec 01, 2012",-1.3%
115122,45.89,USA Swimming Winter Nationals, 2012,"Dec 01, 2012",-1.3%
115122,45.32,Pittsburgh Invitational, 2012,"Nov 18, 2012",+1.2%
115122,45.38,Pittsburgh Invitational, 2012,"Nov 18, 2012",+1.1%
115122,46.03,Pittsburgh Invitational, 2012,"Nov 18, 2012",-0.3%
115122,45.89,Notre Dame vs. Pittsburgh, 2012,"Nov 09, 2012",+0.4%
115122,46.74,Cincinnati vs. Pittsburgh, 2012,"Nov 03, 2012",-1.5%
115122,47.04,Pittsburgh vs. Virginia, 2012,"Oct 28, 2012",-2.1%
115122,46.07,Pittsburgh vs. Saint Bonaventure, 2012,"Oct 20, 2012",NA
115122,47.00,2011 NCSA Jr National Championships, 2011,"Mar 17, 2011",+0.1%
115122,47.04,2011 NCSA Jr National Championships, 2011,"Mar 16, 2011",+0.8%
115122,47.41,2010 Speedo SC Junior Nationals, 2010,"Dec 11, 2010",NA
115122,48.87,2010 NSCA Junior Nationals, 2010,"Mar 17, 2010",NA
140468,49.51,Pittsburgh Invitational, 2012,"Nov 18, 2012",NA
140468,47.34,2011-12 Delaware - Best Times, 2012,"Feb 16, 2012",NA
140468,48.22,2010-11 Delaware High School Best Times, 2011,"Feb 23, 2011",NA
166288,49.02,AM TPIT 55th Annual Christmas Meet Invitational, 2016,"Dec 18, 2016",-3.4%
166288,47.40,"Pittsburgh vs. Notre Dame, Virginia Tech", 2016,"Nov 04, 2016",0.0%
166288,47.40,Pittsburgh vs. SUNY Buffalo, 2016,"Oct 28, 2016",NA
166288,50.38,Pittsburgh vs. West Virginia, 2015,"Jan 10, 2015",NA
85260,47.87,2014 Eastern College Athletic Conference Championships, 2014,"Mar 02, 2014",-0.2%
85260,47.77,Pittsburgh vs. Villanova, 2014,"Jan 31, 2014",+1.0%
85260,48.00,Western Pennsylvania Invitational, 2014,"Feb 01, 2014",-0.5%
85260,48.50,"Pittsburgh vs. Denison, James Madison, North Carolina State", 2014,"Jan 18, 2014",-0.5%
85260,48.46,"Pittsburgh vs. Denison, James Madison, North Carolina State", 2014,"Jan 18, 2014",-0.4%
85260,48.44,West Virginia vs. Pittsburgh, 2014,"Jan 11, 2014",-0.4%
85260,48.38,West Virginia vs. Pittsburgh, 2014,"Jan 11, 2014",-0.2%
85260,48.30,Pittsburgh Invitational, 2013,"Nov 24, 2013",+1.1%
85260,48.26,Pittsburgh Invitational, 2013,"Nov 24, 2013",+1.2%
85260,48.30,Pitt Panthers Invitational, 2013,"Nov 24, 2013",+1.1%
85260,48.26,Pitt Panthers Invitational, 2013,"Nov 24, 2013",+1.2%
85260,48.84,"Pittsburgh vs. Notre Dame, Virginia Tech", 2013,"Nov 09, 2013",+1.1%
